"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"WP_011680975.1","","LysM peptidoglycan-binding domain-containing protein","5","1","1","19","83.33333333333334","95.0","95.0","0.0005255613951266133","1.0","0.013736016728759667","1","1","1","1.0","1.0"
"WP_024704055.1","","type I restriction endonuclease subunit R","5","1","1","19","83.33333333333334","95.0","95.0","0.0005255613951266133","1.0","0.013736016728759667","1","1","1","1.0","1.0"
"WP_024704261.1","","class A sortase","5","1","1","19","83.33333333333334","95.0","95.0","0.0005255613951266133","1.0","0.013736016728759667","1","1","1","1.0","1.0"
"WP_011681733.1","","DUF1292 domain-containing protein","6","4","0","16","100.0","80.0","inf","0.0009121313469139554","1.0","0.02373419419455225","1","1","0","1.0","1.0"
"WP_022096462.1","","class I SAM-dependent methyltransferase","6","4","0","16","100.0","80.0","inf","0.0009121313469139554","1.0","0.02373419419455225","1","1","0","1.0","1.0"
"WP_002949732.1","","ATP-dependent Clp protease proteolytic subunit","6","4","0","16","100.0","80.0","inf","0.0009121313469139554","1.0","0.02373419419455225","1","1","0","1.0","1.0"
"yhbY","","ribosome assembly RNA-binding protein YhbY","6","4","0","16","100.0","80.0","inf","0.0009121313469139554","1.0","0.02373419419455225","1","1","0","1.0","1.0"
"prfA","","peptide chain release factor 1","6","4","0","16","100.0","80.0","inf","0.0009121313469139554","1.0","0.02373419419455225","1","1","0","1.0","1.0"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","6","4","0","16","100.0","80.0","inf","0.0009121313469139554","1.0","0.02373419419455225","1","1","0","1.0","1.0"
"group_1595","WP_087009847.1","IS3-like element ISSth1b family transposase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_087009847.1","","IS3-like element ISSth1b family transposase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"group_1598","WP_087009847.1","IS3-like element ISSth1b family transposase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_152910917.1","","IS3-like element ISSth1b family transposase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681587.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014607928.1","","acyl-CoA thioesterase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_041828125.1","","DUF5105 domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_224102956.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_224103327.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011227026.1","","DNA adenine methylase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011227100.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681146.1","","iron chelate uptake ABC transporter family permease subunit","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"group_1801","yaaA","peroxide stress protein YaaA","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014607862.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014608201.1","","helix-turn-helix domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014621482.1","","restriction endonuclease subunit S","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014621484.1","","N-6 DNA methylase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681069.1","","GRP family sugar transporter","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024703954.1","","glycosyltransferase family 2 protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014621266.1","","ABC transporter permease","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011226262.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_002953561.1","","helix-turn-helix domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_232087233.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014607875.1","","aminoacylase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024009798.1","","alpha/beta hydrolase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011680922.1","","dTDP-4-dehydrorhamnose 3,5-epimerase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011680955.1","","helix-turn-helix domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"group_6225","","ABC transporter permease","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681051.1","","ClC family H( )/Cl(-) exchange transporter","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681071.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"hemH","","ferrochelatase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681145.1","","ABC transporter substrate-binding protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011225987.1","","ATP-binding cassette domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681147.1","","iron chelate uptake ABC transporter family permease subunit","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011227387.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681378.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"group_6430","cas9","type II CRISPR RNA-guided endonuclease Cas9","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_041827378.1","","peptide cleavage/export ABC transporter","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011227609.1","","MFS transporter","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011227610.1","","ThiF family adenylyltransferase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_228874279.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"group_6567","","CHAP domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014607925.1","","DeoR/GlpR family DNA-binding transcription regulator","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024704021.1","","ThiF family adenylyltransferase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014621386.1","","CHY zinc finger protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014608200.1","","helix-turn-helix transcriptional regulator","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014621486.1","","oleate hydratase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024009996.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_128887977.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024703946.1","","rhamnan synthesis F family protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014727633.1","","ABC transporter ATP-binding protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_002948020.1","","ABC transporter permease","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024703949.1","","glycosyltransferase family 2 protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024703950.1","","glycosyltransferase family 1 protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011226332.1","","DUF2304 domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024703955.1","","DUF6056 family protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014621840.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014727646.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024010053.1","","glycosyl transferase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014608799.1","","NUDIX hydrolase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_224103191.1","","acyl-CoA thioesterase/BAAT N-terminal domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_014727351.1","","CHAP domain-containing protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_011681055.1","","ISL3-like element ISSth1 family transposase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_024704078.1","","hypothetical protein","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"WP_046891877.1","","IS256 family transposase","4","0","2","20","66.66666666666666","100.0","inf","0.0010033444816053482","1.0","0.024916740010561447","1","1","0","1.0","1.0"
"nusA","","transcription termination factor NusA","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_011680760.1","","polysaccharide biosynthesis protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_011681235.1","","ribonuclease J","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_024704241.1","","DAK2 domain-containing protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_002951426.1","","ATP-binding cassette domain-containing protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_011680795.1","","GNAT family N-acetyltransferase","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"pbp1b","","penicillin-binding protein PBP1B","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_002953531.1","","argininosuccinate synthase","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_011680940.1","","hypothetical protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_002947233.1","","LTA synthase family protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_024704256.1","","ABC-F family ATP-binding cassette domain-containing protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"hisF","","imidazole glycerol phosphate synthase subunit HisF","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"hisE","","phosphoribosyl-ATP diphosphatase","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_011681237.1","","ABC transporter substrate-binding protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_011681347.1","","ABC transporter ATP-binding protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_227278221.1","","ATP-binding cassette domain-containing protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_024703959.1","","aminotransferase","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_002891761.1","","ABC transporter ATP-binding protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"WP_024704319.1","","CoA-binding protein","5","2","1","18","83.33333333333334","90.0","45.0","0.0017634539373669843","1.0","0.043216833750375924","1","1","1","1.0","1.0"
"fusA","","elongation factor G","0","15","6","5","0.0","25.0","0.0","0.0020066889632107034","1.0","0.049075818265446006","1","0","1","1.0","1.0"
"group_377","fusA","elongation factor G","6","5","0","15","100.0","75.0","inf","0.0020066889632107034","1.0","0.049075818265446006","1","1","0","1.0","1.0"
"leuS","","leucine--tRNA ligase","6","5","0","15","100.0","75.0","inf","0.0020066889632107034","1.0","0.049075818265446006","1","1","0","1.0","1.0"
"rpmC","","50S ribosomal protein L29","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"purH","","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"gap","","type I glyceraldehyde-3-phosphate dehydrogenase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"purE","","5-(carboxyamino)imidazole ribonucleotide mutase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"pflB","","formate C-acetyltransferase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"era","","GTPase Era","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"deoD","","purine-nucleoside phosphorylase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"tsf","","translation elongation factor Ts","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"WP_011225686.1","","DUF1797 family protein","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"WP_002950885.1","","4-oxalocrotonate tautomerase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"rpsP","","30S ribosomal protein S16","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"purM","","phosphoribosylformylglycinamidine cyclo-ligase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"WP_011226177.1","","L-lactate dehydrogenase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"tpiA","","triose-phosphate isomerase","6","6","0","14","100.0","70.0","inf","0.004013377926421408","1.0","0.0972111006572216","1","1","0","1.0","1.0"
"WP_000369785.1","","DUF3173 domain-containing protein","5","3","1","17","83.33333333333334","85.0","28.333333333333332","0.004499847978108841","1.0","0.10891971289282877","1","1","1","1.0","1.0"
"WP_011681597.1","","hypothetical protein","4","1","2","19","66.66666666666666","95.0","38.0","0.004651869869261152","1.0","0.11213921725709378","1","1","1","1.0","1.0"
"WP_011681681.1","","hypothetical protein","4","1","2","19","66.66666666666666","95.0","38.0","0.004651869869261152","1.0","0.11213921725709378","1","1","1","1.0","1.0"
"WP_014608660.1","","Blp family class II bacteriocin","4","1","2","19","66.66666666666666","95.0","38.0","0.004651869869261152","1.0","0.11213921725709378","1","1","1","1.0","1.0"
"WP_024009756.1","","AAA family ATPase","4","1","2","19","66.66666666666666","95.0","38.0","0.004651869869261152","1.0","0.11213921725709378","1","1","1","1.0","1.0"
"WP_014727318.1","","hypothetical protein","4","1","2","19","66.66666666666666","95.0","38.0","0.004651869869261152","1.0","0.11213921725709378","1","1","1","1.0","1.0"
"WP_024704137.1","","sugar transferase","4","1","2","19","66.66666666666666","95.0","38.0","0.004651869869261152","1.0","0.11213921725709378","1","1","1","1.0","1.0"
"WP_014608769.1","","dicarboxylate/amino acid:cation symporter","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681586.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011226966.1","","ABC transporter permease, truncated","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681376.1","","ABC transporter ATP-binding protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608509.1","","ABC transporter ATP-binding protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_046891878.1","","CRISPR-associated helicase/endonuclease Cas3","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"group_1713","","IS6 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681285.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_165813972.1","","6-phospho-beta-glucosidase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024010073.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_196332242.1","","ISL3 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014621264.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704049.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704073.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704075.1","","primase alpha helix C-terminal domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704138.1","","capsular polysaccharide biosynthesis protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_231107205.1","","DUF4832 domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014621939.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011225317.1","","tyrosine-type recombinase/integrase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011225534.1","","IS6 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014621378.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011227099.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_053042629.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"group_1849","","amidase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608318.1","","DUF2207 domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_002948546.1","","glycine/betaine ABC transporter substrate-binding protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608615.1","","polysaccharide deacetylase family protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"group_19","","ISL3 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_046206405.1","","YSIRK signal domain/LPXTG anchor domain surface protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_230772682.1","","S8 family serine peptidase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"group_387","WP_162465557.1","IS6 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"group_402","","ISL3 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011680953.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011680954.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011680657.1","","bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704192.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"group_6138","","integrase core domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011680866.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011680892.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681050.1","","ABC transporter substrate-binding protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_080998416.1","","bacteriocin","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_041827423.1","","serine acetyltransferase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014727508.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681104.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681105.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014621543.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_231102077.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681119.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_224107495.1","","DUF2207 domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608322.1","","GDSL-type esterase/lipase family protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
